@relation risco_credito

@attribute rangeIdade {'até 25', '26 a 40', '41 a 60', 'acima de 60'}
@attribute numeroDependentes numeric
 @attribute estadoCivil {'Solteiro', 'Casado', 'Viuvo', 'Divorciado'}
@attribute escolaridade {'Ensino Médio Incompleto', 'Sem Escolaridade', 'Ensino Fundamental Completo', 'Ensino Fundamental Incompleto', 'Ensino Médio Completo', 'Superior Completo', 'Técnico', 'Superior Incompleto', 'Pós-graduação', 'Mestrado', 'Doutorado', 'Pós-doutorado'}
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia {'Locatario', 'Proprietario', 'Ocupante sem custo'}
@attribute tipoEmprego {'Estagio', 'CLT', 'Autonomo', 'PJ'}
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute score numeric

@data'acima de 60',1,'Solteiro','Sem Escolaridade',59,43,'Locatario','CLT',0,1518.00,0.00,49610.00,20424.00,0.00,0,0.00,0,0.00,601
'26 a 40',0,'Solteiro','Sem Escolaridade',34,43,'Locatario','CLT',14,1518.00,0.00,8990.00,4075.00,-7762.00,0,0.00,0,0.00,614
'41 a 60',1,'Solteiro','Sem Escolaridade',33,43,'Locatario','CLT',8,2835.00,0.00,97624.00,6265.00,-32506.00,0,2238.09,0,161885.71,416
'acima de 60',3,'Solteiro','Ensino Fundamental Incompleto',51,48,'Locatario','CLT',43,1936.00,62076.00,409471.00,157037.00,3537.00,0,9725.47,0,930551.35,560
'acima de 60',2,'Solteiro','Sem Escolaridade',84,43,'Locatario','CLT',68,1518.00,0.00,61660.00,49011.00,747.00,0,0.00,0,0.00,574
'26 a 40',2,'Solteiro','Ensino Fundamental Completo',29,47,'Proprietario','PJ',9,2495.00,0.00,12047.00,7207.00,191.00,1,4589.68,18,64092.86,313
'acima de 60',1,'Solteiro','Sem Escolaridade',98,48,'Locatario','CLT',31,10896.00,34965.00,321773.00,12746.00,0.00,0,0.00,0,0.00,699
'41 a 60',4,'Solteiro','Sem Escolaridade',40,47,'Locatario','CLT',0,2479.00,0.00,66547.00,25734.00,0.00,1,11312.36,44,69652.31,197
'26 a 40',2,'Solteiro','Sem Escolaridade',27,41,'Locatario','CLT',11,2753.00,0.00,58299.00,40975.00,0.00,0,0.00,0,0.00,628
'acima de 60',1,'Solteiro','Ensino Médio Incompleto',58,54,'Locatario','Autonomo',44,2372.00,0.00,87315.00,43226.00,0.00,0,86954.35,0,362905.98,345
'26 a 40',1,'Solteiro','Sem Escolaridade',28,44,'Locatario','CLT',10,2703.00,0.00,66555.00,1977.00,287.00,0,0.00,0,0.00,559
'acima de 60',1,'Solteiro','Sem Escolaridade',50,47,'Locatario','CLT',44,3039.00,0.00,76337.00,71698.00,0.00,1,11146.16,96,660205.33,415
'acima de 60',3,'Solteiro','Sem Escolaridade',50,54,'Locatario','CLT',26,2478.00,0.00,121553.00,54997.00,22473.00,0,0.00,0,0.00,608
'41 a 60',3,'Solteiro','Sem Escolaridade',47,51,'Locatario','CLT',16,2504.00,0.00,98986.00,42929.00,0.00,0,0.00,0,0.00,503
'acima de 60',1,'Solteiro','Sem Escolaridade',19,43,'Locatario','CLT',3,1574.00,0.00,49401.00,35537.00,0.00,1,2614.16,2,35341.26,233
'acima de 60',4,'Solteiro','Sem Escolaridade',91,56,'Locatario','CLT',32,15254.00,110947.00,258089.00,28215.00,0.00,0,0.00,0,0.00,698
'41 a 60',4,'Solteiro','Sem Escolaridade',52,48,'Locatario','CLT',21,2899.00,0.00,35884.00,15537.00,-12323.00,0,100.98,0,7840.00,465
'acima de 60',1,'Solteiro','Sem Escolaridade',23,49,'Locatario','CLT',8,1518.00,0.00,103911.00,26797.00,0.00,0,0.00,0,0.00,628
'26 a 40',3,'Viuvo','Pós-graduação',38,59,'Locatario','CLT',20,3047.00,0.00,167266.00,79448.00,37096.00,0,1369.27,0,55000.00,667
'41 a 60',1,'Solteiro','Doutorado',19,42,'Locatario','Autonomo',40,1769.00,0.00,26599.00,22706.00,0.00,0,423.93,0,10400.00,459
'acima de 60',2,'Solteiro','Sem Escolaridade',52,50,'Locatario','CLT',81,1518.00,0.00,92943.00,11282.00,708.00,1,1784.19,90,28186.03,386
'acima de 60',2,'Solteiro','Sem Escolaridade',91,41,'Locatario','CLT',73,2195.00,0.00,75208.00,40923.00,1565.00,0,0.00,0,0.00,708
'26 a 40',2,'Solteiro','Sem Escolaridade',30,43,'Locatario','CLT',12,2312.00,0.00,83861.00,72506.00,0.00,0,0.00,0,0.00,628
'acima de 60',3,'Viuvo','Superior Incompleto',85,44,'Proprietario','PJ',43,3083.00,0.00,56980.00,42109.00,1891.00,0,782.29,0,57681.63,757
'até 25',3,'Solteiro','Sem Escolaridade',21,44,'Locatario','CLT',4,1755.00,0.00,151675.00,68466.00,7880.00,0,0.00,0,0.00,643
'acima de 60',4,'Viuvo','Ensino Médio Incompleto',94,49,'Locatario','CLT',43,14350.00,191949.00,207002.00,79616.00,0.00,0,0.00,0,0.00,708
'41 a 60',0,'Viuvo','Ensino Fundamental Incompleto',20,49,'Locatario','CLT',37,1518.00,0.00,37604.00,26177.00,-45005.00,0,0.00,0,0.00,481
'acima de 60',2,'Solteiro','Sem Escolaridade',79,49,'Locatario','CLT',66,1518.00,0.00,72251.00,21327.00,0.00,0,0.00,0,0.00,628
'41 a 60',2,'Casado','Sem Escolaridade',57,59,'Locatario','CLT',7,1639.00,0.00,43299.00,14252.00,329.00,1,45163.65,89,1412936.23,178
'acima de 60',1,'Casado','Superior Completo',45,46,'Locatario','PJ',76,7470.00,374108.00,481370.00,64316.00,0.00,0,0.00,0,0.00,777
'até 25',1,'Solteiro','Ensino Médio Incompleto',20,62,'Proprietario','Autonomo',0,1518.00,0.00,22166.00,2262.00,555.00,1,21102.10,43,767434.34,121
'41 a 60',2,'Solteiro','Sem Escolaridade',0,41,'Locatario','CLT',28,2788.00,0.00,108404.00,41514.00,0.00,0,0.00,0,0.00,496
'até 25',0,'Solteiro','Sem Escolaridade',10,50,'Locatario','CLT',1,3327.00,0.00,71753.00,8034.00,-39016.00,1,11486.61,57,539016.40,400
'acima de 60',1,'Solteiro','Sem Escolaridade',19,42,'Locatario','CLT',21,2779.00,0.00,143081.00,67230.00,26020.00,0,399.16,0,16449.03,660
'26 a 40',1,'Solteiro','Sem Escolaridade',27,61,'Locatario','CLT',9,1518.00,0.00,37135.00,5440.00,118.00,1,555.65,63,25555.99,271
'41 a 60',4,'Viuvo','Ensino Fundamental Incompleto',50,61,'Locatario','PJ',35,1693.00,0.00,85588.00,73716.00,0.00,0,0.00,0,0.00,368
'acima de 60',1,'Viuvo','Ensino Fundamental Incompleto',87,42,'Proprietario','CLT',36,1518.00,0.00,29645.00,18922.00,-60601.00,1,2048.72,38,111476.96,305
'até 25',3,'Solteiro','Sem Escolaridade',22,41,'Locatario','CLT',4,1608.00,0.00,40900.00,40656.00,87.00,0,1291.74,0,63813.33,361
'acima de 60',4,'Viuvo','Superior Completo',16,50,'Locatario','Autonomo',63,8320.00,220339.00,841848.00,446845.00,0.00,1,485.30,18,25846.12,617
'41 a 60',0,'Viuvo','Ensino Médio Completo',20,42,'Locatario','PJ',8,1518.00,0.00,14054.00,1756.00,-48758.00,1,168.80,39,8565.91,264
'até 25',1,'Solteiro','Sem Escolaridade',20,37,'Locatario','CLT',2,13541.00,181684.00,24760.00,18378.00,0.00,0,0.00,0,0.00,714
'acima de 60',3,'Solteiro','Mestrado',77,43,'Proprietario','Autonomo',69,1518.00,0.00,49190.00,41505.00,14798.00,1,3774.31,41,72115.87,504
'26 a 40',1,'Viuvo','Doutorado',33,41,'Locatario','Autonomo',14,1518.00,0.00,117264.00,71135.00,-14267.00,1,7281.06,0,123103.04,516
'acima de 60',2,'Casado','Superior Completo',68,51,'Locatario','PJ',30,2867.00,0.00,31227.00,31002.00,0.00,1,2132.31,47,26275.03,325
'até 25',2,'Solteiro','Mestrado',16,41,'Proprietario','CLT',5,1518.00,0.00,73420.00,61082.00,-9345.00,0,0.00,0,0.00,776
'acima de 60',3,'Viuvo','Ensino Médio Completo',96,49,'Proprietario','CLT',34,1518.00,0.00,24567.00,20526.00,0.00,0,0.00,0,0.00,631
'acima de 60',2,'Solteiro','Técnico',57,41,'Proprietario','PJ',9,5990.00,70071.00,430313.00,14292.00,-212282.00,0,0.00,0,0.00,842
'41 a 60',0,'Solteiro','Sem Escolaridade',54,49,'Locatario','CLT',5,3354.00,395244.00,273723.00,85524.00,-304661.00,0,0.00,0,0.00,750
'acima de 60',4,'Solteiro','Sem Escolaridade',72,43,'Locatario','CLT',7,1518.00,0.00,79090.00,36043.00,0.00,0,1116.56,0,52194.85,502
'26 a 40',0,'Solteiro','Ensino Médio Incompleto',19,37,'Locatario','CLT',3,1518.00,0.00,74537.00,47275.00,0.00,0,0.00,0,0.00,753
'41 a 60',0,'Solteiro','Sem Escolaridade',10,43,'Locatario','CLT',41,1518.00,0.00,33348.00,27050.00,-37498.00,1,404.33,23,6803.92,431
'acima de 60',4,'Viuvo','Mestrado',88,42,'Locatario','CLT',37,3173.00,0.00,9864.00,1553.00,-8217.00,0,0.00,0,0.00,626
'26 a 40',2,'Solteiro','Sem Escolaridade',4,44,'Locatario','CLT',19,2363.00,0.00,43275.00,22488.00,0.00,0,939.03,0,92000.00,476
'acima de 60',1,'Casado','Doutorado',54,61,'Proprietario','CLT',9,2814.00,565.00,822314.00,521009.00,-324377.00,0,0.00,0,0.00,790
'acima de 60',0,'Casado','Ensino Médio Completo',7,54,'Locatario','PJ',54,2950.00,0.00,98404.00,27512.00,2053.00,0,0.00,0,0.00,731
'26 a 40',4,'Viuvo','Superior Completo',19,43,'Proprietario','CLT',21,1583.00,0.00,79569.00,43599.00,0.00,0,0.00,0,0.00,734
'41 a 60',1,'Solteiro','Mestrado',33,37,'Proprietario','Autonomo',35,1518.00,0.00,57318.00,474.00,-3324.00,1,12777.36,68,503904.86,457
'41 a 60',2,'Casado','Doutorado',23,36,'Proprietario','Autonomo',12,2367.00,0.00,13261.00,979.00,157.00,0,18050.00,0,108100.00,453
'41 a 60',2,'Solteiro','Sem Escolaridade',57,42,'Locatario','CLT',30,1696.00,0.00,38868.00,21.00,0.00,0,6007.02,0,217322.79,325
'acima de 60',1,'Solteiro','Sem Escolaridade',59,47,'Locatario','CLT',44,2362.00,0.00,84372.00,61366.00,-5461.00,1,1336.92,45,19561.19,431
'acima de 60',0,'Casado','Pós-graduação',90,37,'Locatario','Autonomo',30,3463.00,0.00,29360.00,627.00,0.00,1,744.05,71,15967.60,588
'26 a 40',0,'Casado','Sem Escolaridade',29,46,'Proprietario','CLT',11,2662.00,0.00,62787.00,52649.00,-23013.00,0,0.00,0,0.00,753
'acima de 60',1,'Solteiro','Sem Escolaridade',77,46,'Locatario','CLT',17,4867.00,141468.00,577733.00,172224.00,-451682.00,0,2659.83,0,103500.00,691
'acima de 60',0,'Casado','Ensino Fundamental Incompleto',96,54,'Proprietario','Autonomo',33,2042.00,49348.00,780538.00,357234.00,-303032.00,0,2984.73,0,113791.30,589
'acima de 60',0,'Solteiro','Superior Completo',63,50,'Locatario','PJ',55,1897.00,0.00,81589.00,32273.00,-20243.00,0,587.65,0,22525.00,606
'acima de 60',4,'Solteiro','Sem Escolaridade',90,49,'Locatario','CLT',73,1636.00,0.00,37976.00,25079.00,7591.00,0,0.00,0,0.00,649
'acima de 60',1,'Solteiro','Sem Escolaridade',71,44,'Locatario','CLT',28,3153.00,0.00,48763.00,16195.00,-50967.00,0,0.00,0,0.00,677
'41 a 60',3,'Viuvo','Técnico',36,37,'Proprietario','Autonomo',23,3439.00,254520.00,383265.00,82805.00,-30316.00,0,0.00,0,0.00,805
'acima de 60',1,'Solteiro','Sem Escolaridade',37,48,'Locatario','CLT',27,3433.00,0.00,72957.00,29920.00,945.00,1,176275.83,74,1667203.37,527
'acima de 60',0,'Viuvo','Ensino Fundamental Completo',71,59,'Proprietario','Autonomo',51,2246.00,0.00,52060.00,19664.00,0.00,0,0.00,0,0.00,607
'41 a 60',1,'Solteiro','Sem Escolaridade',50,48,'Locatario','CLT',25,1781.00,0.00,81841.00,15155.00,0.00,0,0.00,0,0.00,599
'até 25',0,'Solteiro','Sem Escolaridade',23,43,'Locatario','CLT',4,2147.00,0.00,46802.00,35385.00,0.00,1,8861.24,52,421422.75,304
'acima de 60',4,'Solteiro','Sem Escolaridade',53,41,'Locatario','CLT',65,3294.00,0.00,80176.00,77397.00,6831.00,1,1882.48,28,100188.73,618
'acima de 60',3,'Solteiro','Sem Escolaridade',47,42,'Locatario','CLT',47,1750.00,0.00,58916.00,950.00,0.00,1,12981.15,54,741200.00,309
'41 a 60',1,'Solteiro','Sem Escolaridade',48,36,'Locatario','CLT',2,2189.00,0.00,62119.00,51187.00,0.00,0,0.00,0,0.00,680
'acima de 60',4,'Solteiro','Sem Escolaridade',65,42,'Locatario','CLT',45,1518.00,0.00,89338.00,38750.00,-4939.00,0,0.00,0,0.00,633
'acima de 60',3,'Viuvo','Doutorado',31,51,'Proprietario','CLT',58,1518.00,0.00,101661.00,80336.00,0.00,0,0.00,0,0.00,742
'acima de 60',1,'Solteiro','Sem Escolaridade',52,46,'Locatario','CLT',27,2175.00,0.00,36477.00,22081.00,0.00,0,0.00,0,0.00,579
'41 a 60',3,'Viuvo','Ensino Fundamental Completo',41,54,'Locatario','CLT',22,1937.00,0.00,39296.00,30471.00,-20135.00,1,2455.65,58,22329.09,200
'acima de 60',0,'Casado','Sem Escolaridade',48,49,'Proprietario','PJ',15,1518.00,371680.00,113260.00,52599.00,0.00,0,0.00,0,0.00,732
'26 a 40',1,'Solteiro','Sem Escolaridade',26,49,'Locatario','CLT',8,14897.00,524634.00,266331.00,48785.00,0.00,0,0.00,0,0.00,774
'acima de 60',2,'Solteiro','Sem Escolaridade',65,41,'Locatario','CLT',50,2834.00,0.00,81215.00,78380.00,5349.00,0,0.00,0,0.00,753
'acima de 60',1,'Viuvo','Pós-graduação',82,44,'Locatario','CLT',25,1518.00,0.00,65404.00,12722.00,0.00,0,0.00,0,0.00,713
'26 a 40',2,'Solteiro','Superior Completo',25,44,'Locatario','CLT',8,1784.00,0.00,67835.00,53582.00,0.00,1,23164.34,39,440107.07,541
'41 a 60',1,'Viuvo','Técnico',25,44,'Locatario','CLT',38,3209.00,246156.00,356835.00,351558.00,8607.00,0,0.00,0,0.00,861
'41 a 60',1,'Viuvo','Ensino Médio Completo',53,56,'Proprietario','Autonomo',2,2222.00,0.00,63451.00,3682.00,0.00,0,0.00,0,0.00,542
'acima de 60',2,'Casado','Pós-graduação',78,41,'Proprietario','PJ',25,1518.00,0.00,41791.00,30776.00,-35717.00,1,253.45,80,5752.08,591
'41 a 60',1,'Casado','Ensino Fundamental Completo',40,61,'Proprietario','CLT',15,1522.00,0.00,77179.00,37434.00,0.00,1,1058.63,56,13864.21,381
'acima de 60',0,'Casado','Pós-graduação',63,61,'Proprietario','Autonomo',48,3009.00,0.00,36162.00,14224.00,-14297.00,0,0.00,0,0.00,751
'acima de 60',1,'Casado','Superior Completo',58,37,'Proprietario','Autonomo',56,2540.00,0.00,3801.00,2808.00,0.00,0,0.00,0,0.00,726
'até 25',0,'Solteiro','Sem Escolaridade',21,42,'Locatario','CLT',0,1708.00,0.00,15746.00,37.00,0.00,0,0.00,0,0.00,446
'26 a 40',1,'Viuvo','Pós-graduação',26,41,'Locatario','PJ',8,5852.00,212161.00,767245.00,611524.00,0.00,0,0.00,0,0.00,779
'acima de 60',4,'Viuvo','Ensino Médio Incompleto',89,44,'Locatario','CLT',66,3200.00,0.00,123925.00,39578.00,-26626.00,0,105.32,0,1942.17,701
'acima de 60',0,'Casado','Doutorado',68,61,'Proprietario','Autonomo',18,11564.00,96495.00,529110.00,506249.00,0.00,0,0.00,0,0.00,860
'até 25',4,'Solteiro','Sem Escolaridade',17,36,'Locatario','CLT',1,9599.00,257214.00,497455.00,148946.00,0.00,1,19008.51,26,993417.14,526
'26 a 40',0,'Casado','Pós-graduação',29,36,'Proprietario','CLT',0,1518.00,0.00,63343.00,37501.00,204.00,1,1052.46,75,38042.57,608
'acima de 60',4,'Solteiro','Ensino Médio Incompleto',85,54,'Locatario','Autonomo',37,9407.00,201300.00,146346.00,140588.00,3506.00,0,0.00,0,0.00,788
'26 a 40',4,'Viuvo','Superior Incompleto',11,51,'Proprietario','CLT',5,1680.00,0.00,89920.00,24681.00,0.00,0,0.00,0,0.00,704
'41 a 60',4,'Solteiro','Sem Escolaridade',49,41,'Locatario','CLT',23,7767.00,325296.00,815692.00,557260.00,47987.00,0,1959.26,0,79736.26,750
'acima de 60',2,'Solteiro','Sem Escolaridade',64,59,'Locatario','CLT',13,2210.00,0.00,40093.00,24067.00,0.00,1,1586.85,24,33200.00,291
'41 a 60',3,'Solteiro','Sem Escolaridade',44,41,'Locatario','CLT',26,16447.00,17024.00,968862.00,665856.00,-198745.00,0,0.00,0,0.00,722
'acima de 60',1,'Viuvo','Ensino Médio Incompleto',12,41,'Proprietario','CLT',62,5946.00,19001.00,453595.00,258494.00,-241705.00,0,39.21,0,1415.29,816
'41 a 60',2,'Solteiro','Técnico',43,41,'Locatario','Autonomo',25,2201.00,0.00,82782.00,16990.00,0.00,0,0.00,0,0.00,632
'acima de 60',4,'Solteiro','Sem Escolaridade',77,59,'Locatario','CLT',13,1518.00,0.00,61071.00,13393.00,0.00,0,0.00,0,0.00,600
'acima de 60',1,'Viuvo','Ensino Fundamental Incompleto',87,42,'Proprietario','CLT',36,1518.00,0.00,29645.00,18922.00,-60601.00,1,2048.72,38,111476.96,373
'41 a 60',4,'Solteiro','Superior Incompleto',32,44,'Proprietario','Autonomo',28,2675.00,0.00,72486.00,47175.00,25288.00,0,0.00,0,0.00,730
'até 25',4,'Solteiro','Sem Escolaridade',25,50,'Locatario','CLT',7,1518.00,0.00,19129.00,15555.00,-41250.00,0,0.00,0,0.00,536
'26 a 40',4,'Solteiro','Sem Escolaridade',38,50,'Locatario','CLT',20,3050.00,0.00,6962.00,1093.00,-44054.00,1,360.79,6,9369.13,468
'até 25',4,'Casado','Doutorado',24,47,'Proprietario','PJ',6,1518.00,0.00,62366.00,52001.00,-12027.00,0,0.00,0,0.00,712
'41 a 60',2,'Solteiro','Sem Escolaridade',56,41,'Locatario','CLT',32,1703.00,0.00,11301.00,7848.00,475.00,0,0.00,0,0.00,503
'26 a 40',4,'Casado','Técnico',35,54,'Proprietario','CLT',15,9390.00,84316.00,616514.00,419095.00,48825.00,0,0.00,0,0.00,939
'26 a 40',2,'Solteiro','Sem Escolaridade',39,44,'Locatario','CLT',22,8283.00,680802.00,572602.00,368153.00,0.00,0,713.80,0,58350.00,745
'até 25',0,'Solteiro','Ensino Médio Completo',23,41,'Proprietario','Autonomo',6,9470.00,96426.00,297992.00,138741.00,0.00,0,0.00,0,0.00,826
'41 a 60',3,'Solteiro','Sem Escolaridade',57,46,'Locatario','CLT',16,1544.00,0.00,57403.00,21635.00,0.00,0,16683.54,0,234000.00,422
'41 a 60',0,'Solteiro','Sem Escolaridade',7,44,'Locatario','CLT',24,1878.00,0.00,95747.00,47343.00,690.00,0,0.00,0,0.00,625
'26 a 40',3,'Solteiro','Doutorado',26,42,'Locatario','CLT',8,1564.00,0.00,102253.00,63669.00,2847.00,0,216.58,0,12553.17,784
'26 a 40',2,'Solteiro','Sem Escolaridade',7,43,'Locatario','CLT',18,5546.00,164399.00,227761.00,2183.00,0.00,0,52066.31,0,85571.43,666
'41 a 60',3,'Viuvo','Pós-graduação',55,41,'Locatario','Autonomo',12,1518.00,0.00,36409.00,32621.00,-12879.00,0,0.00,0,0.00,464
'26 a 40',4,'Solteiro','Sem Escolaridade',29,47,'Locatario','CLT',11,3466.00,97893.00,407408.00,400004.00,-318036.00,1,3189.98,40,106408.10,585
'26 a 40',3,'Solteiro','Sem Escolaridade',24,54,'Locatario','CLT',11,2904.00,0.00,46198.00,16813.00,0.00,1,7762.01,90,179264.38,276
'acima de 60',1,'Solteiro','Sem Escolaridade',1,49,'Locatario','CLT',40,1518.00,0.00,85981.00,71714.00,-27598.00,0,0.00,0,0.00,640
'acima de 60',2,'Casado','Ensino Fundamental Incompleto',74,43,'Proprietario','Autonomo',36,1518.00,0.00,114354.00,37461.00,10557.00,0,0.00,0,0.00,715
'até 25',4,'Solteiro','Sem Escolaridade',19,51,'Locatario','CLT',1,1742.00,0.00,25091.00,3342.00,0.00,0,0.00,0,0.00,434
'41 a 60',3,'Solteiro','Sem Escolaridade',5,41,'Locatario','CLT',25,2671.00,66575.00,188417.00,102217.00,30104.00,0,0.00,0,0.00,710
'41 a 60',3,'Solteiro','Sem Escolaridade',46,61,'Proprietario','CLT',4,1518.00,0.00,95688.00,70546.00,0.00,0,0.00,0,0.00,626
'acima de 60',4,'Solteiro','Sem Escolaridade',86,51,'Locatario','CLT',73,1518.00,0.00,52849.00,40819.00,0.00,0,930.76,0,63659.09,470
'41 a 60',0,'Solteiro','Sem Escolaridade',17,54,'Locatario','CLT',33,2718.00,19524.00,349862.00,98760.00,8498.00,0,0.00,0,0.00,728
'acima de 60',1,'Solteiro','Sem Escolaridade',41,41,'Locatario','CLT',27,1953.00,216125.00,473381.00,268570.00,-155747.00,1,927.80,31,10595.94,487
'41 a 60',0,'Solteiro','Sem Escolaridade',33,49,'Locatario','CLT',15,2806.00,0.00,36705.00,24452.00,1876.00,0,0.00,0,0.00,640
'41 a 60',4,'Solteiro','Sem Escolaridade',21,48,'Locatario','CLT',12,2206.00,0.00,82693.00,37809.00,8339.00,0,0.00,0,0.00,645
'26 a 40',3,'Solteiro','Sem Escolaridade',5,42,'Locatario','CLT',21,2360.00,0.00,20645.00,13807.00,-3724.00,0,0.00,0,0.00,587
'acima de 60',2,'Solteiro','Sem Escolaridade',86,51,'Locatario','CLT',69,5739.00,392717.00,147504.00,99661.00,-447452.00,0,4510.25,0,76910.00,642
'acima de 60',1,'Solteiro','Sem Escolaridade',68,37,'Locatario','CLT',37,1518.00,0.00,91234.00,37899.00,5925.00,1,1046.27,9,35283.46,590
'41 a 60',2,'Solteiro','Superior Incompleto',47,59,'Proprietario','Autonomo',29,3131.00,0.00,53224.00,46807.00,0.00,0,140.51,0,8257.65,714
'até 25',1,'Solteiro','Sem Escolaridade',20,61,'Locatario','CLT',2,3100.00,0.00,112544.00,71157.00,21372.00,1,242.49,32,10365.89,625
'até 25',4,'Solteiro','Sem Escolaridade',5,54,'Locatario','CLT',2,1518.00,0.00,105166.00,25353.00,0.00,0,0.00,0,0.00,545
'acima de 60',0,'Solteiro','Técnico',37,41,'Locatario','PJ',61,1518.00,0.00,50637.00,8015.00,-34957.00,1,15757.26,39,227625.59,510
'26 a 40',0,'Solteiro','Sem Escolaridade',36,51,'Locatario','CLT',18,2339.00,0.00,82310.00,36061.00,-74621.00,0,0.00,0,0.00,649
'acima de 60',1,'Solteiro','Técnico',70,49,'Proprietario','CLT',52,2034.00,0.00,25345.00,13981.00,-26613.00,1,1636.77,55,132434.38,535
'acima de 60',4,'Solteiro','Sem Escolaridade',82,43,'Locatario','CLT',59,6597.00,412001.00,307515.00,115435.00,0.00,1,880.35,4,73875.29,637
'acima de 60',3,'Casado','Ensino Fundamental Completo',63,42,'Locatario','Autonomo',10,2581.00,0.00,50020.00,42198.00,-48352.00,1,14085.39,72,138090.00,378
'acima de 60',1,'Solteiro','Sem Escolaridade',66,47,'Locatario','CLT',48,1696.00,0.00,93337.00,3621.00,-72462.00,0,557.69,0,11174.29,517
'acima de 60',2,'Solteiro','Sem Escolaridade',71,44,'Locatario','CLT',70,1518.00,0.00,99812.00,61638.00,0.00,1,5687.50,27,196625.00,470
'41 a 60',0,'Solteiro','Sem Escolaridade',42,61,'Locatario','CLT',15,1942.00,0.00,74252.00,51459.00,-32412.00,0,0.00,0,0.00,600
'26 a 40',4,'Solteiro','Doutorado',26,47,'Proprietario','Autonomo',4,2979.00,354991.00,119163.00,111744.00,0.00,1,3463.36,29,157262.97,593
'acima de 60',2,'Viuvo','Ensino Médio Incompleto',10,54,'Locatario','Autonomo',75,2371.00,0.00,51451.00,24451.00,0.00,0,0.00,0,0.00,511
'acima de 60',4,'Solteiro','Sem Escolaridade',70,49,'Locatario','CLT',21,3447.00,0.00,90712.00,87823.00,1901.00,0,1952.92,0,97202.64,709
'acima de 60',0,'Solteiro','Sem Escolaridade',76,44,'Locatario','CLT',58,8890.00,51232.00,321020.00,163754.00,0.00,1,16478.64,17,343478.71,613
'acima de 60',4,'Solteiro','Pós-graduação',69,54,'Proprietario','Autonomo',46,1776.00,0.00,67138.00,49864.00,-36620.00,1,14166.67,38,96733.33,493
'41 a 60',2,'Solteiro','Sem Escolaridade',56,42,'Locatario','CLT',37,2013.00,0.00,68237.00,54621.00,0.00,0,0.00,0,0.00,601
'26 a 40',4,'Viuvo','Ensino Médio Completo',30,61,'Proprietario','PJ',8,2114.00,0.00,79037.00,65860.00,-6431.00,0,0.00,0,0.00,647
'acima de 60',3,'Casado','Ensino Médio Completo',89,49,'Proprietario','PJ',24,2231.00,0.00,30019.00,28828.00,0.00,0,0.00,0,0.00,612
'41 a 60',3,'Solteiro','Superior Incompleto',50,62,'Proprietario','Autonomo',31,1744.00,0.00,73972.00,62965.00,3835.00,1,2185.88,44,41626.48,527
'41 a 60',4,'Solteiro','Sem Escolaridade',38,36,'Locatario','CLT',18,11685.00,137466.00,499042.00,475152.00,0.00,0,0.00,0,0.00,764
'26 a 40',0,'Solteiro','Mestrado',20,51,'Proprietario','CLT',12,3668.00,66150.00,403817.00,376846.00,0.00,0,0.00,0,0.00,895
'26 a 40',2,'Solteiro','Técnico',28,48,'Proprietario','Autonomo',2,2352.00,0.00,34180.00,9421.00,-16653.00,0,0.00,0,0.00,667
'41 a 60',3,'Solteiro','Sem Escolaridade',55,44,'Locatario','CLT',24,1834.00,0.00,112518.00,60248.00,-12703.00,0,0.00,0,0.00,607
'41 a 60',0,'Solteiro','Sem Escolaridade',37,46,'Locatario','CLT',9,2844.00,0.00,92443.00,55562.00,0.00,0,0.00,0,0.00,633
'41 a 60',2,'Solteiro','Sem Escolaridade',60,49,'Locatario','CLT',42,1761.00,0.00,121307.00,72815.00,-24173.00,1,286.81,0,1128.79,624
'acima de 60',1,'Viuvo','Ensino Médio Completo',49,51,'Locatario','Autonomo',22,1518.00,0.00,51401.00,17540.00,0.00,0,0.00,0,0.00,553
'26 a 40',4,'Solteiro','Sem Escolaridade',32,44,'Locatario','CLT',14,1935.00,245098.00,232286.00,98222.00,0.00,1,11153.95,78,560988.03,504
'acima de 60',3,'Solteiro','Superior Incompleto',9,59,'Locatario','Autonomo',21,2406.00,0.00,50801.00,5365.00,-78983.00,1,744.55,27,35970.91,393
'acima de 60',0,'Solteiro','Sem Escolaridade',18,36,'Locatario','CLT',50,9717.00,166329.00,292653.00,258635.00,9426.00,1,3252.68,21,79439.47,755
'41 a 60',3,'Solteiro','Sem Escolaridade',14,50,'Locatario','CLT',19,2434.00,0.00,43365.00,32245.00,0.00,0,4302.55,0,86243.33,341
'até 25',4,'Solteiro','Sem Escolaridade',21,48,'Locatario','CLT',3,2354.00,244922.00,646209.00,514196.00,-42534.00,1,436.55,38,10721.02,525
'26 a 40',2,'Casado','Ensino Fundamental Completo',33,36,'Proprietario','PJ',18,17466.00,32508.00,153291.00,19424.00,0.00,0,0.00,0,0.00,826
